CustomerID,TotalSpend,AvgSpend,TransactionCount,AvgQuantity,Age,Gender,IncomeLevel,LoyaltyMember,Segment
C00039,253.11,126.555,2,3.5,20,Male,Medium,N,1
C00040,712.27,142.454,5,2.0,51,Male,High,Y,0
C00041,591.87,73.98375,8,2.25,39,Female,Low,N,0
C00042,644.51,161.1275,4,2.5,61,Male,High,Y,0
C00043,659.14,109.85666666666667,6,2.0,30,Female,Medium,N,1
C00044,856.91,107.11375,8,2.375,54,Female,Low,N,0
C00045,262.91,131.455,2,1.5,59,Female,High,Y,2
C00046,691.6,98.8,7,1.8571428571428572,39,Female,Low,Y,0
C00047,685.91,97.98714285714286,7,10.0,49,Female,Low,Y,0
C00048,147.7,49.23333333333333,3,1.6666666666666667,41,Female,Medium,N,1
C00049,991.99,99.199,10,7.9,28,Female,High,N,0
C00050,804.99,114.99857142857142,7,2.857142857142857,25,Male,High,N,0
C00051,128.24,64.12,2,3.0,36,Male,Medium,Y,1
C00052,400.18,80.036,5,1.8,42,Female,High,N,2
C00053,618.67,123.734,5,2.8,46,Male,High,Y,0
C00054,376.15,94.0375,4,2.25,49,Male,High,Y,2
C00055,286.13,71.5325,4,2.0,66,Female,High,N,2
C00056,388.01,129.33666666666667,3,3.0,56,Female,High,Y,2
C00057,308.86,102.95333333333333,3,2.6666666666666665,27,Female,High,N,2
C00058,473.95,118.4875,4,3.75,22,Male,Low,Y,2
C00059,584.97,97.495,6,2.6666666666666665,53,Female,Low,N,0
C00060,913.35,114.16875,8,2.5,35,Male,High,N,0
C00061,472.28,94.45599999999999,5,3.2,44,Male,Medium,Y,1
C00062,476.12,119.03,4,1.75,19,Female,Low,N,2
C00063,339.86,84.965,4,2.0,32,Male,Low,Y,2
C00064,143.86,71.93,2,3.0,28,Male,Low,Y,2
C00065,496.15,99.22999999999999,5,2.4,43,Female,Low,Y,2
C00066,622.26,103.71,6,2.5,66,Male,Low,N,0
C00067,493.23,98.646,5,3.0,34,Female,High,N,2
C00068,327.54999999999995,54.59166666666666,6,2.6666666666666665,23,Female,Medium,N,1
C00069,701.31,100.18714285714285,7,2.857142857142857,20,Female,Low,Y,0
C00070,573.77,81.96714285714286,7,1.2857142857142858,45,Male,Low,Y,0
C00071,524.33,74.90428571428572,7,2.857142857142857,26,Male,Medium,Y,1
C00072,243.70999999999998,121.85499999999999,2,2.5,64,Female,Low,Y,2
C00073,695.52,139.10399999999998,5,2.4,31,Female,Medium,N,1
C00074,699.86,87.4825,8,2.25,54,Male,Low,Y,0
C00075,415.31,138.43666666666667,3,13.0,27,Female,Low,N,2
C00076,742.13,92.76625,8,2.875,21,Male,Low,N,0
C00077,570.78,95.13,6,3.0,50,Male,Medium,N,1
C00078,655.8199999999999,93.68857142857142,7,2.857142857142857,56,Female,Low,Y,0
C00079,705.62,100.80285714285715,7,3.142857142857143,32,Female,High,N,0
C00080,579.94,64.43777777777778,9,2.2222222222222223,55,Male,Low,N,0
C00081,338.15,112.71666666666665,3,1.6666666666666667,31,Male,Medium,N,1
C00082,583.5699999999999,97.26166666666666,6,1.6666666666666667,35,Male,Low,N,0
C00083,755.11,94.38875,8,2.625,46,Male,Low,Y,0
C00084,387.75,77.55,5,11.8,53,Male,Low,N,2
C00085,360.28999999999996,90.07249999999999,4,2.5,49,Male,High,N,2
C00086,592.69,98.78166666666668,6,10.333333333333334,24,Male,High,Y,0
C00087,343.7,85.925,4,2.25,62,Male,Low,Y,2
C00088,641.99,128.398,5,2.8,46,Female,Medium,Y,1
C00089,548.7,137.175,4,1.25,21,Female,Medium,Y,1
C00090,398.12,99.53,4,3.0,53,Male,High,N,2
C00091,647.0600000000001,107.84333333333335,6,2.0,43,Female,Low,Y,0
C00092,54.49,54.49,1,1.0,24,Male,High,Y,2
C00093,175.14,175.14,1,2.0,68,Female,Low,Y,2
C00094,354.24,118.08,3,2.0,56,Male,Medium,Y,1
C00095,698.72,116.45333333333333,6,2.3333333333333335,46,Female,High,N,0
C00096,242.82,60.705,4,3.0,59,Female,High,N,2
C00097,391.31,97.8275,4,3.5,54,Female,Low,Y,2
C00098,729.56,81.06222222222222,9,2.5555555555555554,41,Male,Medium,Y,1
C00099,978.77,97.877,10,2.6,29,Female,Medium,Y,0
C00100,356.08000000000004,118.69333333333334,3,2.3333333333333335,61,Male,Low,Y,2
C00101,340.90999999999997,170.45499999999998,2,3.5,55,Male,High,N,2
C00102,169.0,33.8,5,2.8,34,Female,Low,Y,2
C00103,534.48,89.08,6,2.8333333333333335,31,Male,Medium,Y,1
C00104,374.25,124.75,3,3.3333333333333335,53,Female,Low,Y,2
C00105,206.14,68.71333333333332,3,1.3333333333333333,26,Female,Low,N,2
C00106,644.8000000000001,71.64444444444445,9,1.4444444444444444,25,Male,Low,Y,0
C00107,354.53,177.265,2,2.0,43,Male,High,N,2
C00108,146.16000000000003,73.08000000000001,2,3.0,42,Male,Low,Y,2
C00109,136.64000000000001,68.32000000000001,2,3.5,22,Female,High,N,2
C00110,648.8199999999999,129.76399999999998,5,2.4,28,Male,High,Y,0
C00111,380.04,76.00800000000001,5,2.8,34,Female,High,Y,2
C00112,595.22,85.03142857142858,7,6.285714285714286,19,Male,Low,N,0
C00113,345.04,115.01333333333334,3,3.6666666666666665,25,Male,Medium,N,1
C00114,620.77,124.154,5,1.8,58,Male,High,N,0
C00115,545.26,109.05199999999999,5,1.8,27,Male,Low,Y,2
C00116,181.51,90.755,2,1.0,20,Male,High,Y,2
C00117,428.55,71.425,6,2.8333333333333335,56,Male,High,Y,2
C00118,265.34000000000003,132.67000000000002,2,2.0,64,Female,High,Y,2
C00119,581.39,96.89833333333333,6,1.3333333333333333,42,Female,Low,N,0
C00120,227.02,75.67333333333333,3,2.6666666666666665,60,Male,Medium,Y,1
C00121,312.98,104.32666666666667,3,3.0,48,Female,Low,Y,2
C00122,769.45,96.18125,8,8.75,65,Female,High,Y,0
C00123,1037.64,115.29333333333335,9,2.5555555555555554,36,Male,Low,Y,0
C00124,43.47,43.47,1,4.0,21,Male,Medium,Y,1
C00125,686.89,114.48166666666667,6,3.1666666666666665,28,Female,Medium,N,1
C00126,530.5699999999999,106.11399999999999,5,2.6,67,Female,Low,N,2
C00127,658.97,94.13857142857144,7,2.7142857142857144,44,Female,Medium,N,1
C00128,580.5699999999999,96.76166666666666,6,11.166666666666666,33,Female,Medium,N,1
C00129,444.28999999999996,111.07249999999999,4,1.75,61,Male,Medium,N,1
C00130,703.1,117.18333333333334,6,2.6666666666666665,69,Female,Medium,Y,1
C00131,351.73,87.9325,4,2.75,27,Male,Medium,Y,1
C00132,541.3,90.21666666666665,6,2.1666666666666665,61,Male,Medium,N,1
C00133,696.21,99.45857142857143,7,2.142857142857143,24,Male,Low,N,0
C00134,215.38,107.69,2,2.0,39,Male,Low,N,2
C00135,345.37,86.3425,4,1.75,69,Female,High,N,2
C00136,378.22,75.644,5,1.4,54,Male,Low,N,2
C00137,268.43,67.1075,4,2.5,40,Female,Medium,Y,1
C00138,215.60000000000002,107.80000000000001,2,2.5,30,Male,Medium,Y,1
C00139,402.64,80.52799999999999,5,2.6,54,Female,High,Y,2
C00140,226.76,113.38,2,1.5,66,Male,Low,N,2
C00141,670.89,111.815,6,3.0,61,Female,High,N,0
C00142,508.88,84.81333333333333,6,3.0,40,Female,Low,N,2
C00143,430.11,86.022,5,2.0,18,Male,Low,Y,2
C00144,1031.33,114.59222222222222,9,1.7777777777777777,28,Male,Medium,N,0
C00145,625.99,104.33166666666666,6,2.0,59,Male,High,N,0
C00146,533.05,88.84166666666665,6,2.8333333333333335,43,Female,High,Y,0
C00147,530.21,66.27625,8,2.5,66,Female,Medium,Y,1
C00148,407.04,67.84,6,2.6666666666666665,48,Male,Low,Y,2
C00149,587.39,73.42375,8,2.625,69,Female,Low,Y,0
C00150,504.16999999999996,100.83399999999999,5,2.0,37,Male,High,Y,2
C00151,376.26,125.42,3,1.3333333333333333,22,Male,Low,N,2
C00152,371.92999999999995,123.97666666666665,3,3.0,45,Male,Low,N,2
C00153,549.03,91.505,6,2.3333333333333335,61,Male,High,Y,0
C00154,255.72,127.86,2,3.0,21,Female,High,Y,2
C00155,376.99,94.2475,4,2.0,69,Female,Low,Y,2
C00156,447.21000000000004,89.44200000000001,5,2.4,26,Male,Low,Y,2
C00157,530.73,106.146,5,1.8,52,Male,Low,N,2
C00158,789.46,98.6825,8,4.75,65,Female,High,N,0
C00159,501.03,71.57571428571428,7,2.2857142857142856,19,Male,Medium,Y,1
C00160,751.9,107.41428571428571,7,2.7142857142857144,68,Male,Medium,N,1
C00161,486.58000000000004,97.316,5,15.2,48,Female,Low,Y,2
C00162,321.13,80.2825,4,1.75,52,Female,Low,Y,2
C00163,659.48,94.21142857142857,7,3.2857142857142856,65,Female,Low,N,0
C00164,338.17,84.5425,4,2.5,62,Male,Low,N,2
C00165,576.48,64.05333333333334,9,2.888888888888889,18,Female,Medium,N,1
C00166,601.8,100.3,6,3.0,25,Male,Low,Y,0
C00167,470.47,94.09400000000001,5,2.2,62,Male,Low,Y,2
C00168,395.63,98.9075,4,2.0,68,Male,Low,Y,2
C00169,246.5,82.16666666666667,3,2.0,52,Female,Low,N,2
C00170,454.44,113.61,4,2.5,18,Female,Medium,N,1
C00171,39.11,39.11,1,3.0,62,Female,High,N,2
C00172,377.74,188.87,2,1.0,30,Male,High,Y,2
C00173,399.27,99.8175,4,3.25,31,Female,Low,N,2
C00174,458.28999999999996,76.38166666666666,6,2.5,65,Female,Low,N,2
C00175,614.77,122.954,5,2.4,67,Female,Low,N,0
C00176,709.39,118.23166666666667,6,2.1666666666666665,44,Female,Medium,Y,1
C00177,618.8,123.75999999999999,5,2.6,35,Male,High,Y,0
C00178,258.81,129.405,2,2.0,55,Male,Medium,N,1
C00179,679.92,84.99,8,8.75,50,Female,Low,N,0
C00180,728.35,104.05,7,2.4285714285714284,52,Male,Low,N,0
C00181,184.4,61.46666666666667,3,2.3333333333333335,41,Male,Low,N,2
C00182,669.99,111.665,6,2.8333333333333335,38,Male,Low,N,0
C00183,439.53,62.79,7,2.857142857142857,42,Male,Low,Y,2
C00184,1013.1800000000001,101.31800000000001,10,8.3,48,Male,Low,Y,0
C00185,355.16,88.79,4,2.25,51,Female,Low,N,2
C00186,466.15,155.38333333333333,3,3.0,30,Female,Medium,N,1
C00187,456.18,91.236,5,12.6,62,Female,Low,Y,2
C00188,341.23,85.3075,4,2.75,52,Male,High,N,2
C00189,494.46000000000004,98.89200000000001,5,2.8,19,Male,Medium,N,1
C00190,720.01,102.85857142857142,7,5.285714285714286,48,Male,High,Y,0
C00191,690.25,98.60714285714286,7,2.0,33,Female,Low,Y,0
C00192,818.91,116.98714285714286,7,3.0,28,Female,Low,N,0
C00193,797.29,113.89857142857143,7,2.142857142857143,35,Male,High,N,0
C00194,666.61,133.322,5,1.8,42,Male,Low,N,0
C00195,534.0,89.0,6,2.1666666666666665,36,Male,Low,N,2
C00196,368.18,73.636,5,2.8,35,Female,Medium,N,1
C00197,266.32,88.77333333333333,3,3.3333333333333335,65,Male,High,Y,2
C00198,895.6,89.56,10,2.7,31,Male,Low,Y,0
C00199,738.85,105.55,7,3.0,62,Female,High,Y,0
C00200,558.73,93.12166666666667,6,2.0,32,Female,Medium,Y,1
C00201,391.03000000000003,97.75750000000001,4,2.0,65,Male,Low,Y,2
C00202,203.6,50.9,4,2.25,66,Male,Medium,N,1
C00203,711.05,118.50833333333333,6,2.5,26,Male,Low,Y,0
C00204,294.37,49.06166666666667,6,2.6666666666666665,57,Female,Low,N,2
C00205,662.97,94.71000000000001,7,3.2857142857142856,60,Female,Low,N,0
C00206,122.06,61.03,2,2.5,42,Female,Low,N,2
C00207,644.27,128.85399999999998,5,2.6,30,Male,High,N,0
C00208,1000.01,125.00125,8,2.75,27,Male,Low,Y,0
C00209,787.8299999999999,112.54714285714284,7,2.2857142857142856,29,Female,High,N,0
C00210,1133.6100000000001,113.36100000000002,10,2.8,40,Female,High,Y,0
C00211,272.87,90.95666666666666,3,3.0,68,Female,High,N,2
C00212,815.29,101.91125,8,1.75,48,Female,Low,N,0
C00213,270.28000000000003,90.09333333333335,3,1.6666666666666667,27,Male,Medium,N,1
C00214,369.45,92.3625,4,2.0,45,Female,High,Y,2
C00215,424.63,70.77166666666666,6,2.3333333333333335,48,Female,Low,N,2
C00216,316.99,63.398,5,1.8,53,Female,Medium,Y,1
C00217,26.12,26.12,1,2.0,67,Female,High,Y,2
C00218,155.37,51.79,3,2.0,64,Female,Low,N,2
C00219,397.64,79.52799999999999,5,2.6,20,Male,High,Y,2
C00220,963.13,107.01444444444445,9,2.888888888888889,57,Male,Low,Y,0
C00221,387.85,77.57000000000001,5,3.2,62,Male,High,N,2
C00222,344.83000000000004,86.20750000000001,4,3.25,50,Male,Low,Y,2
C00223,668.52,95.50285714285714,7,10.142857142857142,68,Male,Medium,N,1
C00224,447.88,89.576,5,2.2,28,Female,Medium,Y,1
C00226,367.71000000000004,73.542,5,2.2,48,Female,High,N,2
C00227,1263.15,126.31500000000001,10,3.9,37,Male,Medium,Y,0
C00228,409.35,102.3375,4,15.75,52,Male,Low,Y,2
C00229,279.81,69.9525,4,2.0,48,Male,High,N,2
C00230,258.18,64.545,4,2.25,61,Female,Medium,N,1
C00231,637.8,91.11428571428571,7,2.142857142857143,19,Female,High,Y,0
C00233,794.25,113.46428571428571,7,2.142857142857143,32,Male,Low,Y,0
C00234,368.29999999999995,61.383333333333326,6,2.3333333333333335,37,Male,Medium,N,1
C00235,236.82,78.94,3,2.6666666666666665,53,Male,Low,N,2
C00236,549.47,91.57833333333333,6,2.5,65,Female,Medium,N,1
C00237,877.29,97.47666666666666,9,1.8888888888888888,48,Female,Low,Y,0
C00238,46.36,46.36,1,3.0,54,Female,Low,Y,2
C00239,719.31,102.75857142857141,7,2.142857142857143,21,Male,High,N,0
C00240,385.70000000000005,96.42500000000001,4,2.25,49,Female,High,N,2
C00241,440.74,73.45666666666666,6,2.1666666666666665,62,Female,High,N,2
C00242,390.69,78.138,5,3.0,55,Female,Low,Y,2
C00243,906.83,90.683,10,2.8,54,Female,Low,N,0
C00244,180.85,60.28333333333333,3,2.6666666666666665,41,Female,Medium,N,1
C00245,783.67,111.95285714285714,7,2.2857142857142856,42,Male,Low,Y,0
C00246,56.34,56.34,1,1.0,64,Female,Medium,N,1
C00247,88.46000000000001,44.230000000000004,2,2.5,63,Male,High,Y,2
C00248,390.93,97.7325,4,3.0,18,Male,Medium,Y,1
C00249,181.12,90.56,2,2.0,25,Male,Medium,Y,1
C00250,873.67,124.80999999999999,7,2.142857142857143,62,Male,Low,Y,0
C00251,306.15,153.075,2,3.0,52,Female,High,N,2
C00252,431.68,86.336,5,3.2,50,Male,High,N,2
C00253,633.6,79.2,8,10.125,21,Male,Medium,Y,1
C00254,554.8,110.96,5,1.8,49,Male,Low,Y,2
C00255,303.17,101.05666666666667,3,2.6666666666666665,41,Male,High,Y,2
C00256,371.33,123.77666666666666,3,3.0,58,Female,Medium,Y,1
C00257,152.99,76.495,2,2.5,32,Male,Low,N,2
C00258,1010.68,144.38285714285715,7,2.4285714285714284,36,Female,High,N,0
C00259,365.40999999999997,91.35249999999999,4,2.5,57,Female,Low,Y,2
C00260,262.7,87.56666666666666,3,2.0,29,Female,High,Y,2
C00261,971.65,121.45625,8,2.625,68,Male,Low,N,0
C00262,225.36,75.12,3,2.0,46,Male,Medium,N,1
C00263,402.85,57.550000000000004,7,2.0,29,Female,Low,N,2
C00264,250.39,62.5975,4,2.25,63,Female,Medium,N,1
C00265,273.06,91.02,3,20.0,60,Female,High,N,2
C00266,654.49,109.08166666666666,6,2.0,40,Male,High,Y,0
C00267,632.72,105.45333333333333,6,3.0,45,Female,Low,N,0
C00268,254.25,63.5625,4,2.5,41,Male,Low,N,2
C00269,548.22,109.644,5,13.0,19,Female,Medium,Y,1
C00270,400.48,66.74666666666667,6,2.1666666666666665,60,Female,Medium,Y,1
C00271,469.95,93.99,5,2.4,48,Male,Low,Y,2
C00272,976.02,108.44666666666666,9,3.111111111111111,32,Female,High,Y,0
C00273,513.04,85.50666666666666,6,12.0,29,Male,Low,Y,2
C00274,867.27,86.727,10,3.0,60,Female,Medium,N,0
C00275,405.82,81.164,5,6.4,51,Male,Medium,N,1
C00276,322.31,107.43666666666667,3,3.0,52,Female,Low,Y,2
C00277,1178.79,130.97666666666666,9,2.5555555555555554,55,Male,Low,N,0
C00278,605.07,100.84500000000001,6,2.6666666666666665,68,Male,Medium,N,1
C00279,332.32,83.08,4,2.0,37,Male,Low,N,2
C00280,413.18,103.295,4,1.75,43,Female,Medium,N,1
C00281,383.34999999999997,63.89166666666666,6,3.1666666666666665,31,Male,High,Y,2
C00282,439.23,87.846,5,2.2,34,Female,Low,Y,2
C00283,149.64,74.82,2,3.0,47,Male,Low,N,2
C00284,381.04,63.50666666666667,6,2.5,38,Male,Low,Y,2
C00285,480.36,96.072,5,3.2,55,Female,Low,N,2
C00286,253.0,84.33333333333333,3,1.6666666666666667,47,Male,Medium,Y,1
C00287,414.41999999999996,103.60499999999999,4,3.0,39,Male,Medium,Y,1
C00288,727.21,90.90125,8,3.0,43,Female,Low,Y,0
C00289,418.53999999999996,104.63499999999999,4,3.0,18,Male,Low,N,2
C00290,727.67,121.27833333333332,6,2.8333333333333335,61,Male,Medium,N,1
C00291,429.06,85.812,5,1.6,37,Male,High,N,2
C00292,309.53,103.17666666666666,3,3.6666666666666665,54,Female,Medium,Y,1
C00293,409.69,102.4225,4,15.5,56,Female,High,N,2
C00294,1400.56,107.73538461538462,13,3.0,45,Male,Low,Y,0
C00295,541.8299999999999,108.36599999999999,5,2.6,53,Male,Medium,Y,1
C00296,217.95,72.64999999999999,3,1.6666666666666667,47,Male,High,Y,2
C00298,214.5,107.25,2,4.0,35,Female,High,Y,2
C00299,62.35,62.35,1,1.0,28,Male,Medium,N,1
C00300,367.49,73.498,5,2.4,49,Male,High,Y,2
C00301,630.64,90.09142857142857,7,2.5714285714285716,54,Male,Low,Y,0
C00302,252.38,126.19,2,3.0,49,Male,Low,N,2
C00303,721.89,120.315,6,1.8333333333333333,39,Female,Medium,N,1
C00304,141.23,141.23,1,1.0,50,Male,Medium,Y,1
C00305,843.6,140.6,6,10.0,23,Female,High,Y,0
C00306,717.74,102.53428571428572,7,2.857142857142857,48,Female,Medium,N,1
C00307,587.27,65.25222222222222,9,8.222222222222221,42,Male,Low,N,0
C00308,821.9,102.7375,8,2.125,59,Male,High,Y,0
C00309,535.78,89.29666666666667,6,2.1666666666666665,41,Male,Low,Y,2
C00310,365.61,121.87,3,2.0,56,Female,Low,N,2
C00311,56.4,56.4,1,1.0,67,Female,Low,N,2
C00312,760.99,108.71285714285715,7,2.4285714285714284,51,Female,Low,N,0
C00313,611.91,55.628181818181815,11,2.4545454545454546,22,Female,High,Y,0
C00314,542.29,108.458,5,1.6,42,Female,Low,N,2
C00315,350.94000000000005,70.18800000000002,5,2.0,35,Male,Low,N,2
C00316,375.15,75.03,5,2.4,18,Male,Low,Y,2
C00317,639.46,106.57666666666667,6,2.8333333333333335,25,Female,Low,Y,0
C00318,482.47,96.494,5,2.6,23,Female,Medium,Y,1
C00319,875.72,125.10285714285715,7,2.4285714285714284,29,Male,High,Y,0
C00320,369.17,92.2925,4,2.0,34,Female,High,Y,2
C00321,579.55,96.59166666666665,6,2.8333333333333335,22,Female,High,N,0
C00322,922.51,131.78714285714287,7,8.571428571428571,21,Female,High,Y,0
C00323,290.46000000000004,145.23000000000002,2,1.0,32,Male,Medium,N,1
C00324,363.62,121.20666666666666,3,3.6666666666666665,37,Female,Medium,N,1
C00325,156.2,78.1,2,3.0,51,Male,Low,N,2
C00326,590.4200000000001,84.3457142857143,7,3.2857142857142856,23,Female,High,Y,0
C00327,453.09,90.618,5,2.4,52,Female,Medium,N,1
C00328,1307.66,118.87818181818183,11,2.5454545454545454,21,Male,Medium,Y,0
C00329,241.34,60.335,4,2.25,69,Female,High,N,2
C00330,297.19,148.595,2,3.0,33,Female,Medium,N,1
C00331,558.86,93.14333333333333,6,2.5,38,Female,Low,Y,0
C00332,899.4200000000001,128.48857142857145,7,2.2857142857142856,23,Male,Low,Y,0
C00333,784.47,98.05875,8,2.75,24,Female,Low,N,0
C00334,550.29,110.05799999999999,5,2.4,21,Female,Medium,Y,1
C00335,799.04,79.904,10,3.5,53,Female,High,N,0
C00336,401.60999999999996,100.40249999999999,4,2.25,50,Male,Low,N,2
C00337,86.99,86.99,1,4.0,32,Male,Low,Y,2
C00338,78.73,78.73,1,2.0,61,Female,High,Y,2
C00339,250.55,125.275,2,3.0,26,Female,High,Y,2
C00340,552.1,110.42,5,1.8,35,Female,Low,Y,2
C00341,553.9300000000001,92.32166666666667,6,2.6666666666666665,45,Female,Low,Y,0
C00342,987.62,141.08857142857144,7,3.142857142857143,59,Female,Low,N,0
C00343,650.69,108.44833333333334,6,2.5,64,Female,Low,N,0
C00344,403.21,100.8025,4,2.5,22,Female,Medium,N,1
C00345,706.1700000000001,100.88142857142859,7,2.2857142857142856,50,Female,Low,Y,0
C00346,623.2800000000001,103.88000000000001,6,2.1666666666666665,19,Male,Low,Y,0
C00347,566.36,94.39333333333333,6,2.6666666666666665,19,Female,Low,Y,0
C00348,417.85,104.4625,4,2.25,18,Male,Low,Y,2
C00349,736.85,92.10625,8,2.25,41,Male,Medium,Y,1
C00350,346.67,86.6675,4,2.25,42,Male,Medium,N,1
C00351,701.7,140.34,5,2.8,19,Male,Low,Y,0
C00352,388.48,97.12,4,2.75,39,Male,Low,N,2
C00353,712.14,101.73428571428572,7,1.8571428571428572,18,Male,Low,Y,0
C00354,552.6400000000001,138.16000000000003,4,2.0,68,Female,Low,N,2
C00355,1165.36,105.94181818181818,11,3.0,47,Male,Low,N,0
C00356,747.9200000000001,124.65333333333335,6,2.8333333333333335,53,Female,High,Y,0
C00357,525.05,87.50833333333333,6,2.0,69,Male,Medium,N,1
C00358,387.72,77.54400000000001,5,2.8,47,Male,High,Y,2
C00359,394.46,98.615,4,2.75,49,Female,Low,N,2
C00360,377.57,62.928333333333335,6,2.8333333333333335,22,Female,Medium,N,1
C00361,742.4000000000001,92.80000000000001,8,9.375,62,Female,High,Y,0
C00362,783.1800000000001,111.88285714285715,7,2.2857142857142856,56,Male,Low,N,0
C00363,547.86,109.572,5,2.8,20,Male,Low,Y,2
C00364,501.3,125.325,4,15.0,63,Male,High,N,2
C00365,384.0,128.0,3,3.6666666666666665,38,Female,Medium,N,1
C00366,529.22,105.84400000000001,5,3.0,18,Male,Medium,Y,1
C00367,387.27,77.454,5,2.4,42,Female,High,Y,2
C00368,366.5,73.3,5,2.2,35,Male,Medium,N,1
C00369,394.59000000000003,78.918,5,2.8,67,Male,Medium,Y,1
C00370,653.23,93.31857142857143,7,2.7142857142857144,26,Female,High,Y,0
C00371,320.47,53.41166666666667,6,7.0,30,Female,High,Y,2
C00372,700.01,116.66833333333334,6,2.3333333333333335,60,Male,High,N,0
C00373,327.7,81.925,4,2.25,44,Female,Low,N,2
C00374,562.02,140.505,4,2.25,22,Female,High,Y,2
C00375,155.91,77.955,2,2.0,50,Male,Medium,Y,1
C00376,446.08,111.52,4,3.75,52,Male,Medium,Y,1
C00377,434.72,108.68,4,2.25,68,Female,High,Y,2
C00378,725.87,120.97833333333334,6,3.0,41,Female,Low,N,0
C00379,287.51,95.83666666666666,3,1.6666666666666667,53,Female,Medium,N,1
C00380,566.8199999999999,141.70499999999998,4,2.0,60,Male,High,N,2
C00381,243.44,81.14666666666666,3,2.6666666666666665,49,Female,Low,Y,2
C00382,375.0,75.0,5,1.6,33,Male,High,Y,2
C00383,361.13,90.2825,4,2.5,59,Female,Medium,Y,1
C00384,270.35,67.5875,4,3.0,25,Male,Medium,N,1
C00385,497.01,82.835,6,2.5,53,Male,Low,N,2
C00386,494.74,98.94800000000001,5,1.8,46,Female,Low,Y,2
C00387,787.24,87.47111111111111,9,8.666666666666666,47,Female,Low,Y,0
C00388,559.59,111.918,5,2.8,35,Female,Low,N,2
C00389,263.23,87.74333333333334,3,3.0,52,Male,High,N,2
C00390,398.85,132.95000000000002,3,20.0,54,Female,High,Y,2
C00391,288.03999999999996,96.01333333333332,3,3.6666666666666665,47,Male,Medium,Y,1
C00392,169.09,84.545,2,3.5,53,Male,Low,N,2
C00393,319.87,159.935,2,3.0,63,Female,Medium,N,1
C00394,639.3399999999999,106.55666666666666,6,2.5,67,Male,High,Y,0
C00395,337.11,67.422,5,1.4,34,Female,Medium,Y,1
C00396,621.72,103.62,6,2.3333333333333335,26,Female,High,Y,0
C00397,556.14,92.69,6,2.0,69,Female,Medium,N,1
C00398,129.05,64.525,2,1.0,28,Female,Low,N,2
C00399,174.14,87.07,2,1.5,33,Female,Low,Y,2
C00400,439.11,87.822,5,2.4,53,Female,High,Y,2
C00401,58.99,58.99,1,2.0,28,Female,High,Y,2
C00402,603.52,100.58666666666666,6,2.3333333333333335,38,Female,Medium,N,1
C00403,736.8199999999999,105.25999999999999,7,2.2857142857142856,35,Male,Medium,Y,1
