CustomerID,Industry,CompanySize,ChurnStatus
C1369,Finance,Medium,N
C1370,Technology,SM,N
C1371,Retail,large,Y
C1372,Manufacturing,Large,N
C1373,Finance,s,N
C1374,Finance,M,N
C1375,Retail,large,N
C1376,,SM,N
C1377,Retail,SM,N
C1378,Healthcare,SM,N
C1379,Healthcare,s,N
C1380,Manufacturing,Large,Y
C1381,Finance,Large,N
C1382,Healthcare,M,Y
C1383,Technology,Large,Y
C1384,Retail,SM,N
C1385,Finance,L,Y
C1386,Healthcare,Med,Y
C1387,Manufacturing,SM,Y
C1388,Finance,Med,N
C1389,Education,s,N
C1390,Healthcare,Large,Y
C1391,Healthcare,s,N
C1392,Education,Large,N
C1393,Technology,L,N
C1394,Manufacturing,large,Y
C1395,Finance,Med,N
C1396,Finance,large,N
C1397,Healthcare,SM,N
C1398,Healthcare,SM,N
C1399,Education,s,N
C1400,,L,Y
C1401,Manufacturing,Med,N
C1402,Healthcare,large,N
C1403,Healthcare,s,N
C1404,Finance,SM,Y
C1405,Healthcare,Medium,N
C1406,Finance,large,N
C1407,,s,N
C1408,Technology,large,N
C1409,Technology,M,N
C1410,Finance,Med,N
C1411,Manufacturing,s,Y
C1412,Manufacturing,L,N
C1413,Retail,s,N
C1414,Retail,Small,N
C1415,Manufacturing,Large,Y
C1416,Technology,M,N
C1417,Finance,SM,N
C1418,Healthcare,Small,Y
C1419,Finance,Large,Y
C1420,Technology,Med,N
C1421,Education,M,N
C1422,Technology,Small,N
C1423,Technology,large,Y
C1424,Manufacturing,Med,N
C1425,Manufacturing,s,Y
C1426,Healthcare,L,N
C1427,Finance,M,Y
C1428,Finance,SM,N
C1429,Healthcare,s,N
C1430,Manufacturing,Large,N
C1431,Technology,Large,Y
C1432,Finance,SM,N
C1433,Manufacturing,M,N
C1434,Healthcare,s,N
C1435,Finance,M,N
C1436,Healthcare,Med,N
C1437,Healthcare,M,Y
C1438,Education,Small,N
C1439,Healthcare,M,N
C1440,Manufacturing,Small,Y
C1441,Technology,SM,N
C1442,,Large,Y
C1443,Finance,Medium,N
C1444,Retail,L,N
C1445,Healthcare,Small,N
C1446,Retail,Med,N
C1447,Finance,Small,N
C1448,Technology,M,N
C1449,Technology,Large,Y
C1450,Manufacturing,large,N
C1451,Healthcare,M,N
C1452,Finance,Small,N
C1453,Finance,M,N
C1454,Retail,L,N
C1455,Finance,Small,Y
C1456,Manufacturing,Large,N
C1457,Finance,L,N
C1458,Manufacturing,large,Y
C1459,Finance,Medium,N
C1460,Technology,Medium,Y
C1461,Healthcare,large,Y
C1462,Healthcare,M,N
C1463,Retail,Large,N
C1464,Technology,M,N
C1465,Technology,L,N
C1466,Technology,SM,Y
C1467,Education,Medium,N
C1468,Retail,Med,N
C1469,Technology,Med,N
C1470,Finance,s,Y
C1471,Finance,Small,N
C1472,Manufacturing,Medium,N
C1473,Healthcare,Med,N
C1474,Manufacturing,M,Y
C1475,Technology,SM,N
C1476,Healthcare,L,N
C1477,Education,M,N
C1478,Manufacturing,SM,N
C1479,Healthcare,Small,N
C1480,Manufacturing,large,Y
C1481,Manufacturing,Small,N
C1482,Education,M,N
C1483,Finance,Large,N
C1484,Manufacturing,M,N
C1485,Retail,large,Y
C1486,Technology,Med,N
C1487,Manufacturing,M,N
C1488,Retail,Med,N
C1489,Retail,Medium,N
C1490,Finance,s,N
C1491,Manufacturing,Small,N
C1492,Technology,large,N
C1493,Technology,L,N
C1494,Healthcare,s,N
C1495,Manufacturing,M,Y
C1496,Manufacturing,large,N
C1497,Manufacturing,Small,N
C1498,Technology,Large,N
C1499,Manufacturing,s,N
C1500,Retail,s,N
C1501,Manufacturing,Large,Y
C1502,Finance,L,N
C1503,Education,Large,N
C1504,Technology,large,N
C1505,Finance,Large,N
C1506,Healthcare,large,Y
C1507,Finance,SM,N
C1508,Manufacturing,large,N
C1509,Manufacturing,s,Y
C1510,Finance,Large,Y
C1511,Finance,large,N
C1512,Healthcare,Large,N
C1513,Technology,Med,N
C1514,Healthcare,large,N
C1515,Manufacturing,s,Y
C1516,Healthcare,Med,N
C1517,Education,SM,N
C1518,Technology,Large,N
C1519,,M,N
C1520,Education,M,N
C1521,Finance,Large,Y
C1522,Technology,Medium,N
C1523,Healthcare,Small,N
C1524,Manufacturing,large,Y
C1525,Technology,Med,N
C1526,Retail,M,N
C1527,Manufacturing,Large,N
C1528,Healthcare,SM,N
C1529,,Small,N
C1530,Healthcare,Large,Y
C1531,Healthcare,Medium,N
C1532,Healthcare,large,N
C1533,Retail,M,N
C1534,Technology,Medium,N
C1535,Finance,M,N
C1536,Finance,Large,N
C1537,Finance,large,Y
C1538,Manufacturing,L,N
C1539,Manufacturing,Medium,Y
C1540,Healthcare,s,N
C1541,Healthcare,L,N
C1542,Technology,Small,N
C1543,Manufacturing,Small,Y
C1544,Manufacturing,SM,N
C1545,Manufacturing,L,Y
C1546,Retail,L,N
C1547,Manufacturing,M,Y
C1548,,M,N
C1549,Manufacturing,Large,N
C1550,Healthcare,Medium,N
C1551,,SM,N
C1552,Finance,SM,Y
C1553,Education,M,N
C1554,Finance,Small,N
C1555,Technology,Large,N
C1556,Education,s,N
C1557,Finance,Medium,N
C1558,,SM,Y
C1559,Manufacturing,Medium,N
C1560,Manufacturing,M,N
C1561,Healthcare,Small,N
C1562,Healthcare,Med,N
C1563,Manufacturing,s,N
C1564,Finance,s,N
C1565,Manufacturing,SM,Y
C1566,Manufacturing,Large,N
C1567,Finance,SM,N
C1568,Technology,SM,N
C1569,Manufacturing,M,Y
C1570,Finance,Small,N
C1571,Retail,L,N
C1572,Manufacturing,large,N
C1573,Manufacturing,Medium,N
C1574,Healthcare,M,N
C1575,Retail,s,N
C1576,Finance,M,N
C1577,Technology,Large,Y
C1578,Technology,Small,N
C1579,Manufacturing,SM,N
C1580,,L,N
C1581,Manufacturing,SM,N
C1582,Manufacturing,large,N
C1583,Retail,Small,N
C1584,Technology,large,N
C1585,Retail,Small,N
C1586,Healthcare,Small,N
C1587,Retail,Large,N
C1588,Finance,SM,N
C1589,Technology,Medium,N
C1590,,large,Y
C1591,Technology,Med,N
C1592,Healthcare,L,N
C1593,Manufacturing,Medium,Y
C1594,,M,N
C1595,Manufacturing,SM,Y
C1596,Retail,SM,Y
C1597,Finance,SM,N
C1598,Retail,SM,Y
C1599,Finance,Medium,N
C1600,,Large,N
C1601,Finance,L,Y
C1602,Healthcare,Med,N
C1603,Technology,Med,Y
C1604,Technology,Med,N
C1605,Healthcare,M,N
C1606,Manufacturing,s,N
C1607,Finance,Small,N
C1608,Finance,Medium,N
C1609,Finance,L,N
C1610,Healthcare,L,N
C1611,Manufacturing,SM,N
C1612,Finance,Large,N
C1613,Manufacturing,Small,N
C1614,,Medium,N
C1615,Manufacturing,Large,N
C1616,Healthcare,Large,N
C1617,Finance,Small,Y
C1618,Manufacturing,SM,N
C1619,Healthcare,Med,N
C1620,,Medium,N
C1621,Healthcare,L,N
C1622,Finance,M,Y
C1623,Retail,M,N
C1624,Retail,s,N
C1625,Education,L,N
C1626,Retail,Medium,N
C1627,Healthcare,L,Y
C1628,Retail,Small,N
C1629,Education,s,N
C1630,Retail,Large,N
C1631,Manufacturing,M,N
C1632,Technology,Med,N
C1633,,SM,Y
C1634,Technology,large,N
C1635,Healthcare,L,N
C1636,Finance,Med,N
C1637,Finance,s,Y
C1638,Manufacturing,s,N
C1639,Technology,L,N
C1640,Finance,Medium,Y
C1641,Finance,Med,N
C1642,Finance,L,Y
C1643,Healthcare,large,N
C1644,Manufacturing,Large,N
C1645,Technology,Med,N
C1646,,s,Y
C1647,Manufacturing,s,N
C1648,Healthcare,Medium,Y
C1649,Technology,Medium,N
C1650,Education,Medium,N
C1651,Healthcare,Large,N
C1652,Retail,Med,N
C1653,Retail,M,N
C1654,Healthcare,Large,N
C1655,Manufacturing,Small,Y
C1656,Manufacturing,SM,N
C1657,Healthcare,M,N
C1658,Manufacturing,Large,Y
C1659,Education,L,N
C1660,Finance,SM,N
C1661,,s,N
C1662,Finance,Large,N
C1663,Manufacturing,Med,N
C1664,Finance,s,N
C1665,Technology,s,N
C1666,Finance,M,N
C1667,Retail,s,N
C1668,Education,L,Y
C1669,Manufacturing,L,N
C1670,,Large,N
C1671,Healthcare,Large,N
C1672,Manufacturing,Medium,N
C1673,Manufacturing,Small,N
C1674,Manufacturing,Large,N
C1675,,SM,N
C1676,Finance,SM,N
C1677,Healthcare,Med,N
C1678,Healthcare,L,N
C1679,Finance,M,Y
C1680,Retail,large,Y
C1681,Finance,Med,N
C1682,Finance,large,N
C1683,,s,N
C1684,Technology,L,N
C1685,Technology,L,N
C1686,Manufacturing,large,Y
C1687,Finance,Small,N
C1688,Manufacturing,Small,N
C1689,Retail,Med,N
C1690,Technology,L,N
C1691,Technology,Med,Y
C1692,Finance,M,N
C1693,Technology,Medium,N
C1694,Finance,M,N
C1695,,Med,Y
C1696,Education,Large,N
C1697,Finance,Small,N
C1698,Healthcare,s,N
C1699,Manufacturing,M,N
C1700,Finance,L,N
C1701,,SM,Y
C1702,Education,Large,N
C1703,Finance,Med,N
C1704,,Small,Y
C1705,Technology,large,Y
C1706,Manufacturing,Small,N
C1707,Manufacturing,L,N
C1708,Healthcare,Med,N
C1709,Manufacturing,M,N
C1710,Technology,SM,N
C1711,Finance,Med,N
C1712,Manufacturing,Medium,N
C1713,Finance,M,N
C1714,Retail,s,N
C1715,Retail,M,N
C1716,Education,SM,N
C1717,Finance,L,Y
C1718,Technology,large,N
C1719,Education,large,N
C1720,Healthcare,Large,N
C1721,Retail,Medium,N
C1722,Finance,Large,N
C1723,Technology,M,Y
C1724,Healthcare,Large,N
C1725,Finance,M,N
C1726,Manufacturing,Large,N
C1727,Healthcare,SM,N
C1728,Manufacturing,Med,N
C1729,Education,Medium,N
C1730,Healthcare,Med,N
C1731,,large,Y
C1732,Healthcare,s,N
C1733,Retail,SM,N
C1734,Technology,Med,N
C1735,Manufacturing,SM,N
C1736,Manufacturing,Med,N
C1737,,Small,N
C1738,Technology,L,N
C1739,Healthcare,s,N
C1740,Manufacturing,Large,N
C1741,Manufacturing,Large,N
C1742,Education,s,N
C1743,Finance,s,N
C1744,Manufacturing,M,N
C1745,Manufacturing,Med,Y
C1746,Finance,Small,Y
C1747,Finance,s,N
C1748,Finance,large,N
C1749,,Large,N
C1750,Finance,Med,N
C1751,Finance,s,N
C1752,Finance,Small,N
C1753,,Small,Y
C1754,Technology,SM,N
C1755,Manufacturing,large,N
C1756,,Large,N
C1757,Manufacturing,Large,Y
C1758,Retail,SM,N
C1759,Finance,Small,N
C1760,,Med,N
C1761,,L,Y
C1762,Education,large,N
C1763,Finance,Large,N
C1764,Finance,SM,N
C1765,Education,Med,Y
C1766,Healthcare,Med,N
C1767,Healthcare,Medium,N
C1768,Manufacturing,Large,Y
C1769,Healthcare,L,N
C1770,Manufacturing,Small,Y
C1771,Manufacturing,SM,N
C1772,Technology,Medium,N
C1773,Finance,s,Y
C1774,Healthcare,M,N
C1775,,large,N
C1776,Finance,SM,N
C1777,Manufacturing,Small,N
C1778,Finance,s,N
C1779,Retail,Large,Y
C1780,Manufacturing,Large,N
C1781,Technology,large,N
C1782,Retail,large,N
C1783,Retail,SM,N
C1784,Manufacturing,Med,N
C1785,Manufacturing,Med,Y
C1786,Technology,large,N
C1787,Technology,Large,N
C1788,Healthcare,s,N
C1789,Retail,M,N
C1790,Finance,SM,N
C1791,,Large,N
C1792,Manufacturing,M,Y
C1793,Manufacturing,Med,N
C1794,Manufacturing,Medium,N
C1795,Finance,large,N
C1796,,Large,N
C1797,Retail,M,N
C1798,Technology,Med,N
C1799,Technology,M,N
C1800,Manufacturing,SM,N
C1801,Technology,Small,Y
C1802,,Small,N
C1803,Healthcare,M,N
C1804,Manufacturing,s,N
C1805,Healthcare,large,Y
C1806,Finance,Large,N
C1807,Finance,s,N
C1808,Finance,s,N
C1809,Healthcare,Small,N
C1810,Healthcare,Med,N
C1811,Finance,Large,N
C1812,Manufacturing,s,Y
C1813,Healthcare,M,N
C1814,Finance,SM,N
C1815,Healthcare,Med,N
C1816,Technology,s,N
C1817,Finance,SM,N
C1818,Technology,M,N
C1819,Finance,Med,N
C1820,,Small,N
C1821,Finance,Small,N
C1822,Finance,large,N
C1823,Healthcare,Medium,N
C1824,Technology,Med,N
C1825,Retail,Medium,Y
C1826,Manufacturing,Small,Y
C1827,Technology,L,N
C1828,Education,SM,N
C1829,Technology,Med,N
C1830,Healthcare,large,N
C1831,Finance,large,N
C1832,Manufacturing,SM,Y
C1833,Retail,Medium,Y
C1834,Finance,Medium,Y
C1835,,Small,Y
C1836,Finance,Med,N
C1837,Finance,large,N
C1838,Technology,Medium,N
C1839,Healthcare,Large,N
C1840,Technology,Large,N
C1841,Finance,M,Y
C1842,Finance,L,Y
C1843,Manufacturing,Medium,N
C1844,,Med,Y
C1845,Healthcare,M,N
C1846,Finance,L,N
C1847,Technology,Large,Y
C1848,,large,N
C1849,Healthcare,s,Y
C1850,Manufacturing,SM,Y
C1851,,large,N
C1852,Technology,SM,Y
C1853,Technology,Med,N
C1854,Finance,Large,N
C1855,Manufacturing,SM,N
C1856,Education,Large,N
C1857,Technology,SM,N
C1858,Finance,large,N
C1859,Technology,Medium,Y
C1860,Retail,Small,N
C1861,Healthcare,L,N
C1862,Retail,Large,N
C1863,Technology,SM,Y
C1864,Healthcare,SM,N
C1865,Technology,SM,N
C1866,Technology,L,N
C1867,Healthcare,SM,N
C1868,Manufacturing,Large,Y
C1869,Manufacturing,large,Y
C1870,Finance,Medium,Y
C1871,Technology,s,N
C1872,Finance,Med,N
C1873,Healthcare,M,N
C1874,,Small,N
C1875,Healthcare,Medium,N
C1876,Healthcare,Large,N
C1877,,SM,Y
C1878,Retail,Large,N
C1879,Technology,Medium,N
C1880,Retail,large,Y
C1881,Finance,Small,Y
C1882,Education,L,N
C1883,Healthcare,Small,N
C1884,Finance,Medium,N
C1885,Retail,Large,Y
C1886,Healthcare,SM,N
C1887,Healthcare,Med,Y
C1888,Retail,SM,N
C1889,Finance,large,Y
C1890,Finance,Large,Y
C1891,Retail,L,N
C1892,Manufacturing,Medium,N
C1893,Retail,s,N
C1894,Retail,M,N
C1895,Manufacturing,L,N
C1896,Technology,large,N
C1897,Finance,Med,N
C1898,Finance,Med,Y
C1899,Retail,M,N
C1900,Healthcare,SM,N
C1901,Finance,Small,N
C1902,,large,N
C1903,Technology,Med,N
C1904,Retail,M,N
C1905,,Small,N
C1906,Technology,M,N
C1907,Manufacturing,Medium,Y
C1908,Finance,M,N
C1909,Finance,Medium,N
C1910,Manufacturing,Large,Y
C1911,Finance,M,N
C1912,Retail,Medium,Y
C1913,Manufacturing,SM,N
C1914,,s,N
C1915,Technology,large,N
C1916,,L,N
C1917,Healthcare,s,N
C1918,Healthcare,s,N
C1919,Manufacturing,M,N
C1920,Healthcare,Medium,N
C1921,Retail,large,N
C1922,Manufacturing,L,N
C1923,Manufacturing,SM,N
C1924,Manufacturing,s,N
C1925,Retail,L,N
C1926,Healthcare,Small,N
C1927,Healthcare,L,N
C1928,,s,Y
C1929,Healthcare,Small,N
C1930,,s,N
C1931,Manufacturing,Small,N
C1932,Manufacturing,M,N
C1933,Manufacturing,Medium,N
C1934,Retail,SM,N
C1935,Technology,L,N
C1936,Retail,L,N
C1937,,M,Y
C1938,Retail,SM,N
C1939,Manufacturing,SM,N
C1940,Technology,large,N
C1941,Retail,Med,N
C1942,Finance,s,N
C1943,Healthcare,Med,N
C1944,Technology,large,N
C1945,Healthcare,L,Y
C1946,Finance,SM,N
C1947,,Medium,N
C1948,Manufacturing,Medium,N
C1949,Technology,Med,N
C1950,Technology,Medium,N
C1951,Finance,Medium,N
C1952,Finance,SM,N
C1953,,M,N
C1954,Retail,Small,Y
C1955,Finance,Med,Y
C1956,Retail,Large,Y
C1957,Education,Large,Y
C1958,Finance,L,Y
C1959,Finance,SM,Y
C1960,Education,large,Y
C1961,Technology,Small,N
C1962,,Medium,Y
C1963,Technology,L,N
C1964,Manufacturing,large,Y
C1965,Healthcare,L,N
C1966,Technology,M,N
C1967,Finance,large,N
C1968,Manufacturing,Large,N
C1969,Healthcare,Med,N
C1970,Technology,M,N
C1971,Healthcare,SM,Y
C1972,Finance,large,N
C1973,Finance,Small,N
C1974,Healthcare,Medium,N
C1975,Education,L,N
C1976,Healthcare,large,N
C1977,Education,large,N
C1978,Technology,L,N
C1979,Technology,L,Y
C1980,Retail,Small,N
C1981,Manufacturing,s,N
C1982,Healthcare,SM,Y
C1983,Finance,Medium,N
C1984,Manufacturing,Large,N
C1985,Healthcare,M,N
C1986,Technology,s,N
C1987,Healthcare,M,Y
C1988,Finance,Small,N
C1989,Healthcare,large,N
C1990,Education,large,N
C1991,Technology,Med,N
C1992,Healthcare,Small,N
C1993,Healthcare,Med,N
C1994,Manufacturing,Med,N
C1995,,L,N
C1996,Manufacturing,Med,N
C1997,Education,Med,N
C1998,Technology,s,N
C1999,Finance,large,N
C2000,Technology,s,N
C2001,Technology,s,N
C2002,Healthcare,SM,Y
C2003,,Large,N
C2004,Healthcare,M,N
C2005,Finance,SM,N
C2006,Healthcare,large,N
C2007,Manufacturing,large,N
C2008,Education,L,N
C2009,Finance,s,N
C2010,Retail,M,N
C2011,Healthcare,large,N
C2012,Technology,Small,N
C2013,Healthcare,SM,N
C2014,Healthcare,Medium,N
C2015,Manufacturing,large,N
C2016,Healthcare,Medium,N
C2017,Healthcare,Med,N
C2018,Finance,M,Y
C2019,Finance,large,Y
C2020,Healthcare,SM,N
C2021,Manufacturing,Med,N
C2022,Healthcare,large,N
C2023,Retail,L,N
C2024,Retail,SM,N
C2025,Finance,large,N
C2026,,s,N
C2027,Healthcare,s,Y
C2028,Finance,s,N
C2029,Manufacturing,SM,N
C2030,Finance,M,N
C2031,Retail,large,Y
C2032,Finance,SM,Y
