"MachineID";"ReadingDate";"AvgTemp";"AvgVibration";"AvgPressure";"MaxRuntime";"MachineType";"AgeYears";"LastOverhaulDate";"FailureWithin30Days"
"M088";"2025-01-01";79.9974584903099;1.6673569602192013;110.84643250795965;4705.287841856943;"2025-04-06";10;"2024-03-10";0
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";1
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-01";79.51866192251276;1.2696462894916958;89.30220665701324;1299.4985849218194;"2025-03-16";10;"2024-01-26";0
"M003";"2025-01-01";77.775967535703;2.3242882765766;106.72262664911122;1878.5708375873;"TypeA";9;"2023-10-05";0
"M003";"2025-01-01";77.775967535703;2.3242882765766;106.72262664911122;1878.5708375873;"TypeA";9;"2023-10-05";0
"M003";"2025-01-01";77.775967535703;2.3242882765766;106.72262664911122;1878.5708375873;"TypeA";9;"2023-10-05";0
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";1
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";0
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";0
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";1
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";0
"M022";"2025-01-01";80.2792902926343;1.7060212873112524;104.61130014413123;4076.527868929107;"TypeB";8;"2022-06-07";1
"M053";"2025-01-01";58.754274542772315;1.9396905089583976;94.9871522137914;995.989135871661;"TypeB";6;"2023-03-26";0
"M053";"2025-01-01";58.754274542772315;1.9396905089583976;94.9871522137914;995.989135871661;"TypeB";6;"2023-03-26";0
"M053";"2025-01-01";58.754274542772315;1.9396905089583976;94.9871522137914;995.989135871661;"TypeB";1;"2022-06-18";0
"M053";"2025-01-01";58.754274542772315;1.9396905089583976;94.9871522137914;995.989135871661;"TypeB";1;"2022-06-18";0
"M002";"2025-01-01";63.681375030586324;2.331050952649954;94.05347732064047;4484.333680445189;"TypeA";4;"2024-08-02";0
"M002";"2025-01-01";63.681375030586324;2.331050952649954;94.05347732064047;4484.333680445189;"TypeA";4;"2024-08-02";1
"M060";"2025-01-01";69.88541423714635;1.836183638559222;113.96424320692398;3839.1429180826576;"2025-01-29";1;"2022-06-16";1
"M060";"2025-01-01";69.88541423714635;1.836183638559222;113.96424320692398;3839.1429180826576;"2025-01-29";1;"2022-06-16";0
"M033";"2025-01-01";59.09770305971337;1.9332738333720991;110.32552875370806;2351.7678910337554;"TypeB";10;"2024-11-28";1
"M033";"2025-01-01";59.09770305971337;1.9332738333720991;110.32552875370806;2351.7678910337554;"TypeB";10;"2024-11-28";0
"M033";"2025-01-01";59.09770305971337;1.9332738333720991;110.32552875370806;2351.7678910337554;"TypeB";10;"2024-11-28";1
"M076";"2025-01-01";61.169229244849966;1.943428484759417;118.25670239916768;1824.63023364843;"TypeA";12;"2024-02-02";0
"M076";"2025-01-01";61.169229244849966;1.943428484759417;118.25670239916768;1824.63023364843;"TypeA";12;"2024-02-02";1
"M076";"2025-01-01";61.169229244849966;1.943428484759417;118.25670239916768;1824.63023364843;"TypeA";12;"2024-02-02";0
"M076";"2025-01-01";61.169229244849966;1.943428484759417;118.25670239916768;1824.63023364843;"TypeA";12;"2024-02-02";1
"M076";"2025-01-01";61.169229244849966;1.943428484759417;118.25670239916768;1824.63023364843;"TypeA";12;"2024-02-02";0
"M058";"2025-01-01";68.7257010177894;2.3672383348575967;83.40753591804561;1966.8607203417814;"TypeC";12;"2024-10-11";0
"M058";"2025-01-01";68.7257010177894;2.3672383348575967;83.40753591804561;1966.8607203417814;"TypeC";12;"2024-10-11";0
"M058";"2025-01-01";68.7257010177894;2.3672383348575967;83.40753591804561;1966.8607203417814;"TypeC";12;"2024-10-11";1
"M058";"2025-01-01";68.7257010177894;2.3672383348575967;83.40753591804561;1966.8607203417814;"TypeC";12;"2024-10-11";0
"M058";"2025-01-01";68.7257010177894;2.3672383348575967;83.40753591804561;1966.8607203417814;"TypeC";12;"2024-10-11";0
"M092";"2025-01-01";71.93322046919795;1.7175433674361906;107.29975495641082;1639.8123287651263;"TypeC";13;"2024-01-07";1
"M092";"2025-01-01";71.93322046919795;1.7175433674361906;107.29975495641082;1639.8123287651263;"TypeC";13;"2024-01-07";0
"M092";"2025-01-01";71.93322046919795;1.7175433674361906;107.29975495641082;1639.8123287651263;"TypeC";13;"2024-01-07";0
"M092";"2025-01-01";71.93322046919795;1.7175433674361906;107.29975495641082;1639.8123287651263;"TypeC";13;"2024-01-07";0
"M080";"2025-01-01";66.42945201268924;1.097205561198284;99.99177274644957;2459.462093479053;"TypeA";10;"2022-10-05";0
"M080";"2025-01-01";66.42945201268924;1.097205561198284;99.99177274644957;2459.462093479053;"TypeA";10;"2022-10-05";0
"M062";"2025-01-01";67.76614584998578;1.8342054317390755;99.1979051324438;4913.453639886394;"TypeB";7;"2024-01-30";0
"M062";"2025-01-01";67.76614584998578;1.8342054317390755;99.1979051324438;4913.453639886394;"TypeB";7;"2024-01-30";1
"M062";"2025-01-01";67.76614584998578;1.8342054317390755;99.1979051324438;4913.453639886394;"TypeB";7;"2024-01-30";1
"M051";"2025-01-01";69.17310900123111;1.9391764376169776;89.10622542558744;3580.3083183464896;"TypeB";11;"2023-07-06";1
"M051";"2025-01-01";69.17310900123111;1.9391764376169776;89.10622542558744;3580.3083183464896;"TypeB";11;"2023-07-06";1
"M051";"2025-01-01";69.17310900123111;1.9391764376169776;89.10622542558744;3580.3083183464896;"TypeB";11;"2023-07-06";0
"M051";"2025-01-01";69.17310900123111;1.9391764376169776;89.10622542558744;3580.3083183464896;"TypeB";11;"2023-07-06";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";1
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";0
"M007";"2025-01-01";72.89790792121003;1.1813245947869644;88.73483692089077;443.9388827183488;"TypeA";4;"2024-03-17";1
"M039";"2025-01-01";48.442469116149724;1.8181906783887685;83.20902981746846;3552.5579093924666;"TypeB";4;"2023-11-30";0
"M039";"2025-01-01";48.442469116149724;1.8181906783887685;83.20902981746846;3552.5579093924666;"TypeB";4;"2023-11-30";1
"M039";"2025-01-01";48.442469116149724;1.8181906783887685;83.20902981746846;3552.5579093924666;"TypeB";4;"2023-11-30";0
"M039";"2025-01-01";48.442469116149724;1.8181906783887685;83.20902981746846;3552.5579093924666;"TypeB";4;"2023-11-30";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"TypeC";6;"2023-11-04";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"TypeC";6;"2023-11-04";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"TypeC";6;"2023-11-04";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"TypeC";6;"2023-11-04";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"23/03/2025";11;"2023-11-16";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"23/03/2025";11;"2023-11-16";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"23/03/2025";11;"2023-11-16";0
"M018";"2025-01-01";67.17813835135581;1.7595188185522745;101.06616234762704;1144.9377265940968;"23/03/2025";11;"2023-11-16";0
"M004";"2025-01-01";69.80152739987018;2.0856503778385282;103.23648635308183;4880.665779607178;"TypeC";8;"2024-10-08";0
"M004";"2025-01-01";69.80152739987018;2.0856503778385282;103.23648635308183;4880.665779607178;"TypeC";8;"2024-10-08";1
"M004";"2025-01-01";69.80152739987018;2.0856503778385282;103.23648635308183;4880.665779607178;"TypeC";8;"2024-10-08";1
"M004";"2025-01-01";69.80152739987018;2.0856503778385282;103.23648635308183;4880.665779607178;"TypeC";8;"2024-10-08";1
"M004";"2025-01-01";69.80152739987018;2.0856503778385282;103.23648635308183;4880.665779607178;"TypeC";8;"2024-10-08";0
"M014";"2025-01-01";71.02533733228134;2.336926310684993;97.36428390501068;651.7711955683981;"TypeB";3;"2022-09-03";0
"M014";"2025-01-01";71.02533733228134;2.336926310684993;97.36428390501068;651.7711955683981;"TypeB";3;"2022-09-03";0
"M014";"2025-01-01";71.02533733228134;2.336926310684993;97.36428390501068;651.7711955683981;"TypeB";3;"2022-09-03";1
"M014";"2025-01-01";71.02533733228134;2.336926310684993;97.36428390501068;651.7711955683981;"TypeB";3;"2022-09-03";0
"M014";"2025-01-01";71.02533733228134;2.336926310684993;97.36428390501068;651.7711955683981;"TypeB";3;"2022-09-03";0
"M071";"2025-01-01";77.08769388653971;2.5205261643996275;114.6885295592756;993.3120950434893;"TypeA";12;"2022-08-31";0
"M071";"2025-01-01";77.08769388653971;2.5205261643996275;114.6885295592756;993.3120950434893;"TypeA";12;"2022-08-31";0
"M071";"2025-01-01";77.08769388653971;2.5205261643996275;114.6885295592756;993.3120950434893;"TypeA";12;"2022-08-31";1
"M044";"2025-01-01";65.16124311743344;2.4614843093528362;92.38156826483386;4389.954878127767;"TypeC";7;"2024-05-23";0
"M044";"2025-01-01";65.16124311743344;2.4614843093528362;92.38156826483386;4389.954878127767;"TypeC";7;"2024-05-23";0
"M044";"2025-01-01";65.16124311743344;2.4614843093528362;92.38156826483386;4389.954878127767;"TypeC";7;"2024-05-23";0
"M008";"2025-01-01";63.67076803717661;1.3850883203406177;101.9159464571732;1378.1305665529503;"TypeA";12;"2023-12-22";0
"M008";"2025-01-01";63.67076803717661;1.3850883203406177;101.9159464571732;1378.1305665529503;"TypeA";12;"2023-12-22";0
"M008";"2025-01-01";63.67076803717661;1.3850883203406177;101.9159464571732;1378.1305665529503;"TypeA";12;"2023-12-22";0
"M008";"2025-01-01";63.67076803717661;1.3850883203406177;101.9159464571732;1378.1305665529503;"TypeA";12;"2023-12-22";0
"M047";"2025-01-01";69.06949372301187;1.9034065551735306;91.61258297399186;324.0872855898702;"TypeB";13;"2022-05-13";0
"M006";"2025-01-01";93.41732086106894;2.154518479610327;74.24181535496247;3741.0388841969834;"TypeB";8;"2022-12-27";1
"M006";"2025-01-01";93.41732086106894;2.154518479610327;74.24181535496247;3741.0388841969834;"TypeB";8;"2022-12-27";1
"M006";"2025-01-01";93.41732086106894;2.154518479610327;74.24181535496247;3741.0388841969834;"TypeB";8;"2022-12-27";0
"M063";"2025-01-01";70.98033864581399;2.03949808096299;87.29445492866178;1726.225652017827;"TypeC";5;"2023-09-04";1
"M063";"2025-01-01";70.98033864581399;2.03949808096299;87.29445492866178;1726.225652017827;"TypeC";5;"2023-09-04";1
"M063";"2025-01-01";70.98033864581399;2.03949808096299;87.29445492866178;1726.225652017827;"TypeC";5;"2023-09-04";0
"M034";"2025-01-01";75.36020304068958;1.9349144885409446;98.15286883713868;4508.635106073382;"TypeA";6;"2022-08-13";1
"M034";"2025-01-01";75.36020304068958;1.9349144885409446;98.15286883713868;4508.635106073382;"TypeA";6;"2022-08-13";0
"M034";"2025-01-01";75.36020304068958;1.9349144885409446;98.15286883713868;4508.635106073382;"TypeA";6;"2022-08-13";0
"M034";"2025-01-01";75.36020304068958;1.9349144885409446;98.15286883713868;4508.635106073382;"TypeA";6;"2022-08-13";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-01-06";9;"2022-07-21";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-01-06";9;"2022-07-21";1
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-01-06";9;"2022-07-21";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"TypeC";14;"2024-08-05";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"TypeC";14;"2024-08-05";1
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"TypeC";14;"2024-08-05";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-06-23";11;"2023-11-10";0
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-06-23";11;"2023-11-10";1
"M048";"2025-01-01";68.9281813400084;3.1014284821519733;97.84537099215183;1849.465928851467;"2025-06-23";11;"2023-11-10";0
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";0
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";0
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";0
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";0
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";1
"M040";"2025-01-01";58.987272943385776;1.4537534375952101;93.52331001742566;2485.2662873860427;"TypeA";3;"2024-05-24";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";1
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";1
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";1
"M085";"2025-01-01";80.5918196670672;1.5353243242369916;121.26590423505836;469.84675036811643;"TypeC";11;"2023-03-27";0
"M080";"2025-01-02";66.48897496913106;2.5223747852901086;116.7369535740165;3857.3426734419922;"TypeA";10;"2022-10-05";0
"M053";"2025-01-02";65.87709786966053;2.6223953317595354;83.83748035453979;778.1662326350347;"TypeB";6;"2023-03-26";0
"M053";"2025-01-02";65.87709786966053;2.6223953317595354;83.83748035453979;778.1662326350347;"TypeB";6;"2023-03-26";0
"M053";"2025-01-02";65.87709786966053;2.6223953317595354;83.83748035453979;778.1662326350347;"TypeB";1;"2022-06-18";0
"M053";"2025-01-02";65.87709786966053;2.6223953317595354;83.83748035453979;778.1662326350347;"TypeB";1;"2022-06-18";0
"M024";"2025-01-02";65.44298008861944;1.9931492556553725;77.24700279540698;3687.5967285384004;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-02";65.44298008861944;1.9931492556553725;77.24700279540698;3687.5967285384004;"2025-03-16";10;"2024-01-26";1
"M024";"2025-01-02";65.44298008861944;1.9931492556553725;77.24700279540698;3687.5967285384004;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-02";65.44298008861944;1.9931492556553725;77.24700279540698;3687.5967285384004;"2025-03-16";10;"2024-01-26";0
"M024";"2025-01-02";65.44298008861944;1.9931492556553725;77.24700279540698;3687.5967285384004;"2025-03-16";10;"2024-01-26";0
"M060";"2025-01-02";76.18630264047046;2.2359697921808643;105.0012619209238;3268.6538654067435;"2025-01-29";1;"2022-06-16";1
"M060";"2025-01-02";76.18630264047046;2.2359697921808643;105.0012619209238;3268.6538654067435;"2025-01-29";1;"2022-06-16";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";1
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";1
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";12;"2023-07-24";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";1
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";1
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";0
"M029";"2025-01-02";63.87510750789015;2.0497505642022564;94.70761994636877;4860.572760265857;"TypeC";7;"2022-12-12";0
"M015";"2025-01-02";72.26605415483932;2.2105656376204634;94.1436494001872;4521.288945505955;"TypeC";6;"2023-01-15";0
"M015";"2025-01-02";72.26605415483932;2.2105656376204634;94.1436494001872;4521.288945505955;"TypeC";6;"2023-01-15";1
"M071";"2025-01-02";60.27832162970393;1.9070763721535937;91.54699938054671;4017.675510090325;"TypeA";12;"2022-08-31";0
"M071";"2025-01-02";60.27832162970393;1.9070763721535937;91.54699938054671;4017.675510090325;"TypeA";12;"2022-08-31";0
"M071";"2025-01-02";60.27832162970393;1.9070763721535937;91.54699938054671;4017.675510090325;"TypeA";12;"2022-08-31";1
"M088";"2025-01-02";71.26184175051125;2.0165655779830023;98.72921267971003;4617.933372425346;"2025-04-06";10;"2024-03-10";1
"M088";"2025-01-02";71.26184175051125;2.0165655779830023;98.72921267971003;4617.933372425346;"2025-04-06";10;"2024-03-10";0
"M088";"2025-01-02";71.26184175051125;2.0165655779830023;98.72921267971003;4617.933372425346;"2025-04-06";10;"2024-03-10";0
"M001";"2025-01-02";81.22233950535545;2.3183860818806297;98.96666430919458;3370.536558825414;"TypeB";14;"2023-03-10";1
"M001";"2025-01-02";81.22233950535545;2.3183860818806297;98.96666430919458;3370.536558825414;"TypeB";14;"2023-03-10";0
"M001";"2025-01-02";81.22233950535545;2.3183860818806297;98.96666430919458;3370.536558825414;"TypeB";14;"2023-03-10";0
"M008";"2025-01-02";67.50235405606784;1.654195925478386;94.19388233783587;3627.5993430963676;"TypeA";12;"2023-12-22";0
"M008";"2025-01-02";67.50235405606784;1.654195925478386;94.19388233783587;3627.5993430963676;"TypeA";12;"2023-12-22";0
"M008";"2025-01-02";67.50235405606784;1.654195925478386;94.19388233783587;3627.5993430963676;"TypeA";12;"2023-12-22";0
"M008";"2025-01-02";67.50235405606784;1.654195925478386;94.19388233783587;3627.5993430963676;"TypeA";12;"2023-12-22";0
"M063";"2025-01-02";70.9827777820949;2.211346271761675;84.0045216530292;4346.406935893386;"TypeC";5;"2023-09-04";1
"M063";"2025-01-02";70.9827777820949;2.211346271761675;84.0045216530292;4346.406935893386;"TypeC";5;"2023-09-04";1
"M063";"2025-01-02";70.9827777820949;2.211346271761675;84.0045216530292;4346.406935893386;"TypeC";5;"2023-09-04";0
"M033";"2025-01-02";69.99699226791193;1.9810373263327432;100.0778203219217;4734.910837300107;"TypeB";10;"2024-11-28";1
"M033";"2025-01-02";69.99699226791193;1.9810373263327432;100.0778203219217;4734.910837300107;"TypeB";10;"2024-11-28";0
"M033";"2025-01-02";69.99699226791193;1.9810373263327432;100.0778203219217;4734.910837300107;"TypeB";10;"2024-11-28";1
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";1
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";0
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";0
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";1
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";1
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";0
"M005";"2025-01-02";60.76313879934568;2.0841821998219996;91.75432452206894;4696.679571517312;"TypeB";8;"2022-09-21";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";1
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";0
"M007";"2025-01-02";63.7596673868431;2.9270018248363066;83.69145917480961;4879.709055934318;"TypeA";4;"2024-03-17";1
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";0
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";0
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";0
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";1
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";0
"M072";"2025-01-02";63.157034332508516;1.7829018890155524;103.5746762255797;405.05221693061753;"TypeA";10;"2024-10-17";1
"M012";"2025-01-02";73.27125427760485;2.768262239066471;96.75223771627114;3713.8166097340854;"TypeC";6;"2022-10-11";0
"M012";"2025-01-02";73.27125427760485;2.768262239066471;96.75223771627114;3713.8166097340854;"TypeC";6;"2022-10-11";0
"M012";"2025-01-02";73.27125427760485;2.768262239066471;96.75223771627114;3713.8166097340854;"TypeC";6;"2022-10-11";0
"M012";"2025-01-02";73.27125427760485;2.768262239066471;96.75223771627114;3713.8166097340854;"TypeC";6;"2022-10-11";0
